Age,Make,Type,Miles,Price
2,Toyota,1,60899,11271.02
6,Ford,1,44814,3379.60
5,BMW,3,32361,14067.33
10,BMW,3,57412,17647.10
3,Ford,3,5605,16463.49
8,Ford,2,16227,2629.68
9,Toyota,3,33947,5488.59
1,Ford,3,93925,5435.86
5,BMW,2,17420,11724.24
4,Ford,2,20883,13008.09
10,Ford,2,45820,11990.28
6,Ford,1,73363,7258.46
3,Toyota,1,20963,32741.82
9,Ford,2,42642,8054.85
8,Ford,2,15748,6489.56
1,BMW,1,41930,57814.15
8,Toyota,2,91372,4852.84
1,BMW,2,9480,13087.89
1,BMW,1,66700,242997.51
3,Toyota,2,68594,18300.35
5,Ford,2,28713,5158.12
4,Ford,3,28524,8037.88
3,BMW,2,69958,20716.53
6,Toyota,3,31440,17968.33
3,BMW,1,2609,251692.79
3,Ford,2,30527,1709.14
7,BMW,2,21286,30638.08
5,Ford,3,31833,3971.91
3,Ford,2,87314,3709.18
9,Ford,2,11630,8602.77
4,BMW,1,77853,19431.91
9,Ford,2,8723,6039.63
5,Ford,3,86114,2860.50
5,Ford,3,67703,4899.40
10,Ford,2,75393,1470.81
9,Toyota,2,93452,1339.11
6,Ford,3,75654,1938.43
10,BMW,2,31663,18774.19
8,Ford,2,60232,4053.62
8,BMW,2,10400,4054.12
2,BMW,2,26069,34027.09
5,Ford,3,65844,2272.31
6,Ford,2,76537,2205.43
1,Ford,2,40516,5122.13
7,Ford,1,90949,3782.24
2,Toyota,3,28210,13177.60
9,Ford,3,23859,2336.22
8,Toyota,3,42983,15475.42
1,Toyota,2,79231,18273.81
8,Toyota,3,93363,6408.64
6,Ford,1,58800,4790.18
8,BMW,1,99595,139328.37
9,Ford,2,46655,2265.72
6,Ford,1,29488,12338.18
8,BMW,2,81728,10525.98
1,BMW,1,60865,101340.54
2,Ford,3,82000,10778.41
9,BMW,1,51138,29959.27
6,Ford,2,18884,27167.31
9,Ford,2,9710,5629.40
10,BMW,1,68417,6854.69
3,Toyota,3,12147,11437.79
7,Toyota,2,14219,15499.39
5,Ford,2,96253,11240.61
8,Toyota,3,72131,3552.50
10,Toyota,2,42544,1742.60
7,Toyota,2,23355,19951.23
2,Ford,2,19745,31416.63
6,Ford,1,6223,41509.39
4,Ford,2,18517,9774.24
3,Ford,2,25432,5411.97
8,Ford,1,96305,2040.80
10,BMW,2,89511,4956.11
10,Ford,2,86442,1138.27
4,Ford,2,7668,24063.13
10,BMW,3,38502,24568.37
10,BMW,3,23171,14024.72
10,Ford,3,25590,6061.34
2,BMW,2,78354,130384.91
8,Ford,1,24352,6194.36
2,BMW,2,90792,18192.64
6,Ford,1,55451,3305.81
9,BMW,3,84523,25562.66
9,Ford,2,88989,3302.98
9,Ford,2,79450,2213.32
5,Toyota,1,10609,26703.39
5,Ford,2,90333,1909.76
8,Ford,1,68838,2424.23
8,Toyota,2,44836,10472.00
9,Ford,3,94957,2375.83
6,Ford,2,4566,7047.57
1,Ford,1,94720,19328.78
1,Ford,2,94722,2712.43
5,Toyota,2,73322,6939.11
1,Ford,3,75858,10294.52
9,Toyota,3,86897,2837.06
3,BMW,1,17215,166155.41
5,Ford,2,60742,4892.72
4,Ford,2,26441,19841.64
2,Ford,1,83581,8951.59
3,Toyota,2,17404,20202.70
7,Toyota,2,50378,3627.71
8,BMW,2,44774,6207.18
9,BMW,2,27100,9978.90
8,BMW,2,63410,55262.69
8,BMW,2,75154,7456.90
4,Ford,3,21670,7546.58
9,Ford,1,1011,11243.19
3,Toyota,3,43158,22809.64
3,BMW,1,83467,13324.75
5,Toyota,1,57068,23906.54
8,Ford,1,32627,2491.97
6,BMW,2,57323,22061.62
1,Toyota,1,5729,39872.89
7,Ford,3,22274,14396.74
9,Ford,3,71842,1231.19
7,Ford,1,40571,14512.32
8,Ford,1,37602,6671.47
9,Toyota,1,3787,31749.15
3,BMW,3,47327,19332.05
4,Toyota,2,52603,76986.83
9,Ford,1,27630,8618.82
5,Toyota,1,78551,20615.13
1,Ford,3,21415,11154.77
8,BMW,3,49973,33578.82
6,Ford,2,54460,13027.36
8,BMW,3,17053,34757.68
5,Ford,1,73905,6510.20
6,BMW,2,59076,15101.94
8,BMW,1,72578,8624.95
1,Ford,2,24677,48905.97
10,BMW,2,98062,5590.82
1,Ford,2,57102,12554.03
1,Toyota,2,81422,2952.45
7,Toyota,3,97300,4657.37
3,Toyota,2,83461,12773.84
2,Ford,2,59149,17252.05
3,BMW,2,95971,6463.81
4,Ford,2,10713,3385.48
3,Ford,1,68569,8396.47
5,Ford,2,24228,13772.55
4,Toyota,2,23237,7745.27
2,Ford,1,88190,6412.54
10,Toyota,1,24753,6695.90
6,BMW,2,75228,4994.20
2,Toyota,2,80692,42388.70
6,Ford,1,6766,22004.51
7,BMW,1,80541,10817.38
5,BMW,1,31100,121985.81
10,BMW,3,11447,59461.88
2,Toyota,3,41623,7054.20
1,Ford,2,15233,9636.00
6,BMW,3,70014,19290.72
1,Toyota,2,30719,111004.87
5,Toyota,2,13122,9815.02
4,Ford,1,20351,10019.02
10,Toyota,1,90452,8532.79
3,Ford,2,46239,5391.72
4,Ford,3,9377,21479.21
3,Ford,2,14507,9279.98
10,Toyota,2,39235,3921.13
5,Ford,1,94414,9817.15
8,Ford,3,87926,12636.14
8,Ford,1,14596,33072.54
10,Toyota,2,79730,4871.82
8,BMW,2,23446,24821.67
3,Toyota,2,99547,8188.27
2,Ford,2,6036,44330.86
2,Ford,3,10464,49314.64
1,Ford,2,78734,2349.12
3,Ford,2,37355,4263.44
8,BMW,2,46344,20875.46
7,Ford,1,47246,4547.11
5,Toyota,2,46622,3849.72
6,Ford,2,58415,1830.62
2,Ford,2,28904,9963.17
7,BMW,1,47731,14549.18
8,Toyota,2,12873,26527.15
6,Toyota,1,45421,12014.72
6,Toyota,1,58347,6360.69
6,Toyota,1,88797,13653.23
10,BMW,2,69201,6361.49
7,Ford,2,5155,6681.68
9,BMW,1,76530,30524.68
1,Ford,2,68681,41169.32
8,Toyota,1,83825,3250.33
5,Ford,2,83699,2543.13
3,Ford,2,83966,2338.49
3,Ford,2,56082,6479.27
2,BMW,1,60848,89522.42
4,BMW,2,51040,14447.36
8,Ford,1,24779,21479.21
2,Toyota,3,94003,24088.37
9,Ford,2,27665,5978.89
9,Ford,2,45777,4910.81
2,Toyota,1,46643,12625.71
4,Toyota,2,35379,7474.06
6,BMW,3,79227,3849.19
1,BMW,1,52133,26743.59
7,Toyota,1,68381,10544.23
1,Ford,3,22493,3166.28
10,BMW,2,79407,2480.53
9,BMW,1,70582,79122.62
7,Ford,3,78449,3612.57
3,Ford,3,62077,2990.48
8,Ford,2,12918,1521.67
6,Toyota,2,93654,12851.51
7,Toyota,1,98370,10522.13
3,BMW,2,7197,11929.52
8,Toyota,2,92638,6813.88
2,Ford,2,73360,3965.05
3,Ford,1,46806,26787.96
10,Ford,1,77177,10402.94
4,Ford,2,68505,5154.87
6,Ford,2,78267,2578.98
6,BMW,3,90483,7570.88
2,Toyota,3,68312,19867.58
7,Ford,1,73121,3861.55
3,Toyota,2,3825,9026.77
5,Ford,2,45444,5842.17
4,Toyota,2,81867,1989.90
6,Ford,2,29084,2893.13
9,Ford,2,17159,3184.86
10,BMW,2,5166,26550.15
4,Toyota,2,8901,25994.30
3,Ford,3,41685,8969.37
10,Ford,2,88922,2650.73
10,Ford,3,78832,5426.02
8,Ford,1,98693,3259.04
5,Toyota,1,43346,14651.56
8,Toyota,2,81437,6545.62
3,Ford,2,81229,4026.22
9,Ford,2,53334,2810.90
3,Ford,3,81837,1922.22
1,Ford,2,46052,3374.52
2,Toyota,2,22415,20461.56
2,BMW,1,34981,8834.92
5,Toyota,1,92371,7709.54
2,BMW,3,16547,77577.84
8,BMW,3,16552,9180.26
6,BMW,1,46786,13778.49
6,Ford,1,92974,10040.74
3,Toyota,2,94984,11108.04
7,Ford,3,86044,1465.90
3,Ford,3,64155,6811.31
7,Ford,1,40817,8725.22
1,BMW,1,97639,27810.20
6,Ford,2,64593,2668.18
1,Ford,1,48286,20249.32
6,BMW,1,14400,77950.05
9,Toyota,3,97385,2365.39
2,BMW,3,87009,42228.80
8,BMW,2,6318,20909.75
5,BMW,1,28700,48813.01
5,Toyota,2,64349,2034.32
5,Ford,2,48178,10382.20
2,Ford,1,64592,3924.59
10,Toyota,2,73374,8654.87
8,Ford,2,697,16697.39
6,BMW,2,68119,12805.58
10,Ford,2,9021,6585.25
5,Ford,3,15905,6789.14
4,Ford,2,30106,5441.62
3,Ford,2,50098,6839.36
6,BMW,1,68197,28109.95
5,Ford,2,74018,869.27
4,BMW,2,2387,34103.06
3,Ford,2,72177,12052.36
6,BMW,2,91785,22819.60
4,Toyota,1,67279,13872.94
5,Ford,2,72900,2843.37
2,Toyota,2,83365,13519.09
6,Ford,3,49954,27072.45
7,BMW,2,60162,6569.03
6,Ford,2,39714,3159.05
10,BMW,3,55453,35096.96
4,BMW,1,29617,130155.09
6,Toyota,3,90083,5658.69
9,Ford,1,54443,5560.95
9,Toyota,3,30364,9549.17
5,BMW,1,17746,147708.55
5,Toyota,1,25385,10473.38
10,Ford,2,70832,4189.35
10,Toyota,1,77069,6808.65
5,Ford,3,43034,18137.65
7,Ford,1,11995,12091.15
2,Ford,1,26012,20525.72
1,Ford,3,36021,6239.80
6,Ford,3,58789,4013.74
8,Ford,2,80423,4199.10
9,Ford,3,43796,12760.87
2,BMW,2,93682,18108.75
7,Toyota,1,42564,6530.18
9,Ford,3,69800,7970.19
4,Toyota,2,65479,10818.24
3,BMW,3,79550,49435.32
9,Ford,1,7573,24187.91
6,Ford,1,7848,14795.93
4,Toyota,3,12856,29593.50
2,Ford,2,36690,13350.76
9,Toyota,1,69354,15559.79
2,BMW,2,14135,56264.75
7,BMW,1,6783,27846.49
8,Ford,2,30301,1774.62
2,Ford,2,35380,4600.30
9,Ford,3,76373,7189.81
6,BMW,3,85896,27089.33
4,Ford,1,52310,7660.69
8,Ford,3,11164,991.88
7,Toyota,1,20005,27808.94
6,Toyota,2,87720,20080.77
10,BMW,2,54290,8633.15
9,Toyota,2,5073,9328.34
2,Ford,2,78411,17242.68
2,Ford,2,72281,3220.87
3,Ford,2,87061,28130.52
4,BMW,3,51697,53726.43
10,Ford,1,13242,6166.69
5,Toyota,2,87558,11147.19
5,BMW,3,18799,21933.75
6,BMW,3,67594,20074.77
4,Ford,2,59511,4410.32
9,Ford,2,78284,4221.63
6,Ford,2,52898,23980.05
4,Toyota,1,81366,3364.71
2,Ford,1,58208,21735.98
10,Ford,1,2704,1590.91
8,BMW,3,50248,12984.69
1,Ford,2,94285,2559.85
10,BMW,3,54004,5292.61
7,Toyota,1,39743,24845.12
4,Ford,1,18385,5703.45
8,Ford,1,73048,15299.46
5,Ford,3,7704,3230.48
9,Ford,3,70986,1612.03
6,BMW,3,17704,15076.69
1,Toyota,1,91672,37057.22
9,BMW,2,72031,2501.57
4,BMW,1,15333,44040.85
9,Toyota,2,38096,1976.55
10,Ford,3,56295,13802.82
5,Toyota,2,70091,18829.81
5,Toyota,2,88012,5603.94
3,Ford,3,51948,15630.91
10,Ford,2,73239,3018.72
9,BMW,2,45988,10115.57
2,BMW,1,63086,41036.67
1,Ford,2,47241,5186.27
7,BMW,3,65754,38515.98
7,Ford,3,46468,4204.75
9,Ford,1,42757,11768.10
7,Ford,3,35811,2074.71
1,Ford,1,22005,14984.69
3,Ford,3,25090,5199.57
1,BMW,3,26086,80400.67
7,Ford,3,84678,3251.57
2,BMW,3,30430,61094.97
5,Toyota,2,37570,4493.35
6,Toyota,2,50379,17523.07
3,BMW,2,45023,11612.60
10,Toyota,2,53972,19435.07
9,Ford,3,31468,10465.51
9,BMW,3,87034,1854.44
4,Ford,2,63071,3736.44
5,BMW,1,19812,21371.00
3,Toyota,2,22585,19964.30
2,Ford,2,64450,8084.59
2,Ford,3,54064,18855.80
10,Ford,3,83292,4164.96
1,BMW,3,29833,107713.45
6,Toyota,2,86673,12687.98
2,BMW,3,92690,15189.24
7,Toyota,3,32804,19655.25
8,Ford,1,29387,8578.94
8,Ford,3,53928,20017.57
1,Toyota,3,19659,12677.60
7,Toyota,1,71146,8434.15
6,Ford,1,89645,9140.88
10,Ford,2,82544,3516.25
2,Ford,3,83115,2716.32
7,Ford,1,14184,14118.86
5,Toyota,2,32841,83293.11
8,Toyota,2,88145,25195.44
9,Toyota,3,2153,18207.58
5,Ford,2,11411,5928.17
1,Ford,1,53898,11910.39
7,Ford,2,99736,1106.68
10,BMW,1,67883,18894.75
1,Toyota,3,27305,32787.86
5,Ford,2,49167,5568.53
3,BMW,3,86575,24950.48
10,Toyota,2,37649,5574.10
1,BMW,1,42230,42369.41
6,Toyota,3,80593,9822.03
3,Toyota,1,1517,14363.51
6,Ford,1,17216,1971.94
8,Toyota,3,85172,34817.28
9,Ford,1,13588,10896.75
2,Ford,2,39005,28558.42
2,Ford,3,51226,6572.89
8,Toyota,3,67747,12254.04
5,Toyota,3,27322,8859.82
5,Toyota,1,22660,51349.29
3,Toyota,1,49947,31053.19
9,BMW,1,66821,27539.15
2,Ford,1,10457,46408.34
2,BMW,1,28408,31971.75
8,Ford,2,30329,6419.96
7,Toyota,2,98420,2929.46
3,Ford,2,81666,2570.77
10,BMW,2,32183,10254.42
2,Ford,2,61971,7733.04
4,BMW,2,31040,23905.75
9,Ford,3,51676,1528.05
4,Toyota,2,89716,9987.69
10,BMW,2,67781,3633.17
8,Ford,1,40324,9080.18
8,Ford,2,83140,2895.50
10,BMW,3,4855,16514.20
3,BMW,1,23107,59998.88
5,Ford,2,23228,25383.11
4,Toyota,1,51151,13834.75
9,Ford,3,62386,1311.75
4,Ford,1,14278,7207.99
2,Toyota,2,24161,22682.08
4,BMW,2,788,69294.78
2,BMW,1,23084,39183.34
2,BMW,3,23089,31491.63
8,BMW,3,83127,4982.22
9,Ford,2,58591,17436.77
6,BMW,1,40559,33960.63
6,Ford,2,13976,7406.36
5,Ford,1,13839,7765.86
8,BMW,2,96894,4927.14
2,Ford,2,49997,11699.36
10,Ford,2,66555,4557.62
7,Toyota,1,40205,7512.47
4,BMW,2,99829,5343.63
1,Toyota,2,87548,15507.75
7,Toyota,3,58235,15998.02
7,Ford,3,42802,13560.45
10,Ford,2,22705,10070.80
8,Ford,2,75681,3850.87
8,Ford,3,93943,4738.73
7,Toyota,3,99282,6540.32
10,Toyota,3,65338,9137.84
2,Ford,2,88308,11952.47
9,Toyota,1,39136,17176.32
10,Toyota,3,62317,8823.32
10,BMW,3,59857,12748.07
2,BMW,1,31236,133446.17
9,Toyota,3,11563,11691.72
2,Toyota,2,56236,11860.02
8,Ford,2,43063,1958.51
10,Toyota,2,12133,23555.89
8,BMW,2,21832,23418.62
5,Ford,2,85317,4108.16
5,Toyota,3,35805,13365.27
4,Toyota,3,2409,18673.02
6,Ford,2,86643,6020.79
9,Toyota,2,27211,5565.34
9,Toyota,3,42094,5730.50
2,Ford,2,14612,15407.00
1,Ford,1,40759,7496.16
5,Ford,2,77944,5970.79
3,Ford,2,68254,1319.72
2,BMW,2,1117,25827.59
7,Ford,2,98959,8980.61
3,Ford,2,69975,14546.33
3,Ford,2,63869,5960.84
5,BMW,2,88309,23027.75
4,Ford,2,86763,9258.05
10,Ford,2,3487,1904.27
1,BMW,2,20369,47441.60
10,Ford,2,62999,4550.75
5,Toyota,2,73583,4500.57
4,Toyota,3,52839,7476.77
4,Ford,2,94526,4613.42
1,BMW,2,90489,26856.65
2,Ford,2,7452,14456.07
9,Ford,3,83449,2960.11
4,Toyota,3,13953,43500.31
3,Ford,3,10952,12919.46
10,Ford,1,95522,3091.95
3,Ford,3,75682,1936.42
3,Ford,2,2977,5660.90
5,Toyota,2,90056,10707.20
5,Toyota,2,48936,16914.67
3,Ford,1,90842,8949.33
10,BMW,2,84638,9085.34
2,BMW,3,80899,16578.44
5,BMW,2,63399,14856.68
6,Ford,1,29150,10750.15
1,BMW,3,38667,18764.42
6,Toyota,2,31094,7150.59
3,Ford,2,15120,1508.56
2,BMW,2,6837,131756.27
3,Ford,1,64954,15587.62
7,Ford,2,66936,2856.69
1,Ford,2,44648,23210.29
4,Ford,1,66453,15662.99
9,BMW,1,45645,24446.49
4,Ford,2,918,27456.71
3,Ford,3,80537,28311.25
4,Ford,1,80982,13506.48
10,Ford,1,27032,2338.16
8,Ford,1,8050,3653.66
4,Ford,2,28748,4011.67
9,Ford,2,81721,1402.20
7,Ford,3,52544,6156.79
7,Toyota,3,56970,6446.64
1,Ford,1,3235,20911.74
1,Toyota,2,14546,25746.32
2,Ford,3,61762,5957.94
1,Ford,2,28001,10131.51
6,Ford,2,96642,4777.59
2,BMW,2,52523,18682.00
4,Toyota,3,68832,11217.20
5,Ford,2,92660,4812.81
7,Toyota,1,57624,8240.67
6,Ford,2,47692,8287.95
7,Ford,1,61226,1937.04
8,Ford,1,28743,3507.15
7,Ford,2,5340,5912.85
4,Ford,2,49127,27285.45
8,BMW,1,77755,6469.39
1,Ford,1,45690,4237.26
1,Ford,2,28631,13931.52
5,Ford,2,90249,5720.43
5,BMW,3,34496,26559.71
8,BMW,2,44749,33750.76
6,Ford,2,83606,1448.49
2,Ford,2,65677,4301.07
4,Ford,3,45790,3917.42
1,Toyota,2,36682,5217.83
3,Toyota,1,9297,14445.12
9,Ford,2,53255,3007.81
4,Toyota,3,65549,20217.56
1,Toyota,2,7760,13089.79
5,BMW,2,53919,18675.18
1,Ford,1,50124,5149.88
5,Ford,2,41781,8224.55
10,Ford,3,64944,4803.30
6,Toyota,3,1669,21380.01
5,BMW,2,17249,60000.57
10,Ford,2,18753,2205.76
5,Ford,2,93920,42834.93
10,BMW,3,89213,4783.88
8,Toyota,2,58211,10893.37
4,Toyota,1,73803,15864.07
6,Toyota,1,12581,4309.35
9,Ford,2,24181,4508.68
2,Ford,3,76118,14956.93
3,Toyota,2,8074,17541.70
1,BMW,2,93974,6503.23
2,Ford,1,84397,11912.23
2,Toyota,3,56803,28358.50
10,Toyota,2,60912,4633.51
4,Ford,2,65377,9473.25
9,BMW,2,19559,4478.75
3,Ford,2,43680,9141.16
10,BMW,3,953,20269.75
6,Ford,2,77389,5268.38
1,Ford,2,83993,4504.95
7,BMW,2,63128,19574.85
7,Ford,2,85606,1774.90
6,Toyota,2,44358,15579.60
1,BMW,2,98645,11849.47
7,BMW,3,19264,10096.36
4,Ford,2,71125,3256.34
3,Ford,3,23597,12460.31
5,BMW,3,69647,73243.01
8,Toyota,3,80116,16431.67
6,Ford,1,64194,12258.24
3,Toyota,2,39642,30561.51
6,Toyota,1,12411,47538.85
6,Toyota,2,7218,6876.50
7,Ford,1,46193,5169.51
7,Ford,2,49993,6261.07
2,Ford,3,13464,15132.66
10,Ford,2,17682,1543.53
1,Ford,2,35030,3319.73
6,Ford,2,11459,8171.33
2,BMW,3,64555,36955.76
8,Ford,2,69116,969.35
6,BMW,2,47408,14579.68
8,BMW,2,19871,10467.80
2,Ford,3,93074,4403.92
6,BMW,2,28964,24804.08
1,Toyota,1,21651,35824.92
3,Ford,2,75108,4512.23
2,BMW,2,77934,77543.01
4,Toyota,2,81728,9674.49
10,Ford,1,73768,4442.02
2,Toyota,3,80551,6541.20
9,Toyota,2,44247,1260.75
1,Ford,1,13685,7406.63
6,Toyota,2,40958,6450.80
4,BMW,1,95418,31863.84
6,BMW,2,82324,2120.88
10,Ford,2,53046,14133.95
8,Ford,2,72809,4168.11
8,Toyota,2,65514,7440.31
5,BMW,3,84821,10265.29
5,Ford,2,6561,18721.01
3,BMW,1,78385,16938.88
5,Ford,2,97583,2888.61
10,BMW,2,77822,9778.93
3,Toyota,2,81437,5502.24
1,Toyota,2,2023,107274.76
5,Ford,1,86383,3901.67
8,Ford,2,46724,12557.17
9,BMW,1,18072,28293.51
3,Toyota,1,59070,58438.06
7,Ford,1,92767,2418.05
2,BMW,3,38065,9201.51
4,Ford,1,70813,11579.00
1,Ford,2,2420,9987.72
10,BMW,2,54485,10109.80
10,BMW,2,88016,6081.57
7,Ford,3,41928,4339.75
7,Ford,2,87935,2017.13
5,Toyota,2,31593,12164.62
3,BMW,2,42360,26601.15
8,BMW,2,68331,12317.61
2,Ford,1,94890,14018.13
6,Ford,2,44602,558.72
4,Toyota,2,79851,3264.35
4,Ford,2,74184,2020.90
8,Ford,1,29567,4887.31
6,Ford,3,84103,13175.99
7,BMW,1,30669,30697.97
3,Ford,2,47879,9850.90
5,Ford,1,54808,13648.51
6,Toyota,3,51513,12951.00
10,BMW,2,30830,30172.96
7,Toyota,3,41148,24683.73
9,Ford,3,31812,3861.60
8,Ford,1,81869,2603.80
9,Ford,3,90636,3388.64
3,Ford,3,59003,2874.67
1,Ford,2,63382,2630.22
7,Ford,3,79311,5017.63
9,Ford,2,80099,4583.85
4,BMW,2,32185,12796.08
9,Toyota,3,57854,5552.59
7,BMW,1,29133,12387.54
2,BMW,1,99836,12092.51
5,Ford,1,21319,10817.28
6,Ford,3,45969,2315.42
4,Toyota,1,51266,15656.05
7,Ford,2,20100,6682.69
9,BMW,2,33982,23640.38
5,BMW,1,51701,11927.65
10,Ford,2,33867,953.40
3,Toyota,2,83572,17135.79
4,Toyota,2,87441,4887.33
8,BMW,2,93817,3718.01
1,Ford,2,41794,10937.75
6,Ford,1,58572,2166.83
10,BMW,1,65367,23953.46
6,Ford,2,93128,7421.04
1,Ford,1,15244,21799.38
3,Ford,3,47055,10188.15
6,Ford,3,27675,2321.13
4,Ford,2,38953,7221.00
3,Ford,1,81751,6943.78
9,Ford,2,55998,30319.16
3,Toyota,2,62816,46284.30
2,Ford,1,24187,13199.61
6,Ford,1,10577,7420.79
6,Ford,1,32145,6854.47
4,Ford,1,13524,7675.75
9,Ford,2,51891,1839.21
9,Ford,2,52151,13799.75
9,BMW,1,73539,9789.54
6,Ford,1,35095,13209.85
9,BMW,3,85468,12708.14
9,Toyota,2,80823,2149.92
10,BMW,2,61653,4028.55
5,Toyota,2,75757,13485.78
4,Toyota,1,89697,9741.00
10,Ford,1,87095,7566.65
10,Ford,2,11681,1033.00
7,Ford,3,72664,1964.85
5,Toyota,2,68726,29945.99
2,Ford,3,78739,10414.44
7,Ford,1,89509,4383.26
4,BMW,2,9036,104441.09
5,Ford,2,72178,1082.42
7,Toyota,2,70035,5918.64
6,Toyota,3,2528,39500.65
4,Ford,3,63420,5195.82
2,Ford,1,60324,5802.54
1,Ford,2,81689,7661.21
10,Ford,3,58335,2884.31
9,BMW,2,32658,73793.59
3,Ford,2,35090,16710.15
8,BMW,1,27456,54009.06
10,Toyota,3,6613,15769.92
5,Ford,2,37598,3587.33
9,Ford,2,84788,4146.68
5,Toyota,2,60146,10157.27
1,Toyota,2,69603,34144.02
1,Ford,2,96197,6696.44
10,Ford,2,54976,8898.47
1,Ford,3,19921,11429.11
10,Ford,2,31469,12157.36
4,Toyota,1,48845,75275.00
8,BMW,2,40700,13751.91
1,Ford,2,33167,3448.61
6,Ford,2,98374,3943.61
6,Ford,3,871,24844.57
1,Ford,1,22495,9005.77
6,Ford,2,29441,9067.60
4,Toyota,2,75863,6436.21
7,Ford,2,48044,2209.23
9,BMW,3,11753,14271.36
10,Ford,1,74007,5729.29
10,Toyota,2,36576,13327.70
6,Ford,2,88407,14580.63
10,BMW,3,87975,5105.38
3,Toyota,2,44901,15956.51
3,Toyota,1,89158,12951.15
7,Toyota,2,3740,42200.23
2,Toyota,1,85550,23177.83
6,Ford,1,7264,69700.70
1,BMW,2,51822,78587.49
8,BMW,2,29964,11071.22
7,Toyota,2,47894,8551.73
7,Ford,3,59397,3186.66
10,Toyota,1,92342,8577.86
6,Ford,3,62030,12516.63
7,Ford,3,43113,19569.91
4,Ford,1,1207,87523.29
5,BMW,3,61065,5773.02
2,Ford,3,80268,4928.80
8,Toyota,2,88130,1650.24
8,Ford,2,90095,634.93
9,Ford,2,42658,6067.02
5,Ford,2,25057,5739.72
4,Ford,3,70034,11353.97
10,BMW,2,64829,23552.08
3,BMW,2,12551,20889.14
3,Toyota,2,47134,15281.53
10,Ford,1,54313,6736.54
2,Toyota,1,869,80402.45
4,Ford,3,74634,18471.44
7,Ford,2,55790,3512.91
6,Toyota,1,52690,18474.66
2,Toyota,2,2683,63045.54
4,Toyota,3,7655,44959.91
8,Ford,2,82404,2243.72
7,Ford,2,59709,7825.61
10,Toyota,2,75720,5526.20
3,Ford,2,17907,21899.31
7,Ford,3,14374,7081.68
9,Ford,1,94332,4316.94
7,BMW,3,23924,29032.65
8,Ford,2,6722,4353.80
7,Ford,2,41770,10544.37
8,Toyota,3,24043,7240.14
8,Ford,1,22114,7273.77
4,Toyota,1,37468,28609.80
6,BMW,3,64037,35548.98
7,BMW,3,20977,46204.97
9,BMW,3,55340,7921.65
10,Toyota,2,15425,37522.09
2,Ford,2,76590,9492.23
1,Ford,3,68546,3160.91
3,Ford,2,22236,11079.00
4,BMW,1,30073,31483.67
7,Ford,2,47179,2671.37
10,Toyota,3,29403,10416.01
1,Ford,2,27514,39685.15
7,Ford,2,38228,6781.19
7,Ford,2,3065,23721.27
9,Toyota,1,4569,53663.35
10,Toyota,3,16705,48372.76
2,BMW,1,95184,21048.00
6,BMW,2,41952,13809.99
6,Ford,2,13675,10540.77
1,BMW,1,58947,49773.69
2,BMW,3,93052,19808.00
7,BMW,2,27423,26779.79
5,Toyota,1,36751,26865.49
8,BMW,1,99427,17245.17
3,Ford,2,10625,9058.20
6,Ford,3,56676,4423.50
10,Ford,2,43854,4743.98
8,Ford,3,21399,3613.34
5,Ford,2,77883,9016.11
10,Ford,2,85285,4924.67
4,Ford,2,91604,12842.06
8,BMW,1,47298,65633.79
3,Ford,2,87949,3828.64
4,Toyota,2,57506,11642.05
10,Ford,2,84273,1598.13
2,Ford,3,65416,5783.79
10,Toyota,2,35642,2400.09
6,BMW,2,68029,3051.77
7,Ford,2,77827,3406.89
1,Toyota,1,80831,7648.19
3,Ford,2,4553,6596.00
10,Toyota,1,75761,3657.88
4,BMW,1,54529,25886.74
3,BMW,3,48238,27175.51
9,Ford,1,59061,9779.91
8,Ford,2,17041,9389.34
3,Toyota,1,22487,35361.61
5,Toyota,2,62901,20141.20
4,Toyota,2,92025,4129.24
3,Toyota,2,6103,36682.49
2,Toyota,3,54043,25587.47
2,Ford,1,11534,10953.29
4,BMW,3,3608,31986.17
10,BMW,2,10725,11680.62
2,BMW,2,30601,57662.35
6,Ford,3,69051,6092.40
5,Ford,3,48361,16176.48
4,Toyota,1,11487,6030.55
10,Ford,3,53048,2875.20
1,Ford,2,78030,1319.82
3,Ford,1,49596,12847.86
4,BMW,2,16550,43643.43
4,Ford,2,70045,7163.66
1,Ford,2,36681,8320.48
6,Ford,1,95568,12679.88
3,Ford,1,96360,15385.57
10,Toyota,2,58024,3193.02
9,Ford,3,9245,3621.53
4,Toyota,3,12518,21600.43
2,Ford,1,19353,23951.67
6,BMW,3,49668,10931.63
9,Toyota,3,40679,34019.16
5,Ford,2,32258,5334.35
9,BMW,2,87638,11873.15
7,Toyota,2,67229,35459.71
2,Toyota,2,31629,9413.43
2,Toyota,2,86416,7577.27
6,BMW,3,32578,16432.58
8,Ford,1,59979,12045.31
2,Toyota,2,64908,24586.18
10,BMW,2,63804,6739.97
1,BMW,3,1299,32588.22
1,Toyota,2,71804,6866.03
10,Toyota,3,36393,11595.75
3,Toyota,2,83627,7672.15
4,Ford,1,41240,24212.58
6,Toyota,1,84232,13200.57
8,Ford,2,60917,3479.89
10,BMW,2,11653,21721.80
4,Toyota,3,25042,22476.08
6,Ford,3,14698,19973.16
8,BMW,3,80674,11729.87
9,Ford,2,27402,21248.25
9,BMW,3,20243,22634.46
6,BMW,1,7966,20555.40
6,Ford,2,23713,5281.60
5,Ford,2,45118,1678.81
